From	To	Species	Gene Name
ENSTGUG00000013348	100223057	Taeniopygia guttata	calcium sensing receptor(CASR)
ENSTGUG00000014679	100231911	Taeniopygia guttata	numb-like protein(LOC100231911)
ENSTGUG00000013349	100218239	Taeniopygia guttata	CD86 molecule(CD86)
ENSTGUG00000012019	100221441	Taeniopygia guttata	mitochondrial ribosomal protein S31(MRPS31)
ENSTGUG00000012019	100231076	Taeniopygia guttata	phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2(LOC100231076)
ENSTGUG00000000029	100222420	Taeniopygia guttata	trafficking protein particle complex subunit 4(TRAPPC4)
ENSTGUG00000002684	100225453	Taeniopygia guttata	OTU domain-containing protein 4(LOC100225453)
ENSTGUG00000001352	100230529	Taeniopygia guttata	family with sequence similarity 171 member A1(FAM171A1)
ENSTGUG00000000022	100224313	Taeniopygia guttata	C-terminal-binding protein 2(LOC100224313)
ENSTGUG00000002683	100223684	Taeniopygia guttata	transforming growth factor beta activator LRRC32-like(LOC100223684)
ENSTGUG00000000023	100223313	Taeniopygia guttata	RAN binding protein 3(RANBP3)
ENSTGUG00000002686	101233652	Taeniopygia guttata	Coenzyme A synthase(COASY)
ENSTGUG00000001354	100229756	Taeniopygia guttata	transmembrane protein 183A(TMEM183A)
ENSTGUG00000002685	100220755	Taeniopygia guttata	ectodysplasin A(EDA)
ENSTGUG00000000025	100232110	Taeniopygia guttata	BCL9 like(BCL9L)
ENSTGUG00000001356	100218058	Taeniopygia guttata	N-myristoyltransferase 2(NMT2)
ENSTGUG00000002687	100224922	Taeniopygia guttata	ERCC excision repair 8, CSA ubiquitin ligase complex subunit(ERCC8)
ENSTGUG00000000027	100223484	Taeniopygia guttata	centrosomal AT-AC splicing factor(CENATAC)
ENSTGUG00000000028	100222194	Taeniopygia guttata	zinc finger and BTB domain containing 7C(ZBTB7C)
ENSTGUG00000002689	100229288	Taeniopygia guttata	cell division cycle associated 7 like(CDCA7L)
ENSTGUG00000013339	100230670	Taeniopygia guttata	non-SMC condensin I complex subunit D2(NCAPD2)
ENSTGUG00000012007	100227829	Taeniopygia guttata	metallophosphoesterase domain containing 1(MPPED1)
ENSTGUG00000012006	100226832	Taeniopygia guttata	MAP3K12 binding inhibitory protein 1(MBIP)
ENSTGUG00000001360	100221644	Taeniopygia guttata	caspase activity and apoptosis inhibitor 1(CAAP1)
ENSTGUG00000012003	100218478	Taeniopygia guttata	nebulin(NEB)
ENSTGUG00000012002	100229583	Taeniopygia guttata	BRMS1 like transcriptional repressor(BRMS1L)
ENSTGUG00000002690	100218136	Taeniopygia guttata	TATA-box binding protein associated factor, RNA polymerase I subunit A(TAF1A)
ENSTGUG00000001362	100230494	Taeniopygia guttata	RB binding protein 4, chromatin remodeling factor(RBBP4)
ENSTGUG00000012001	100190456	Taeniopygia guttata	sulfotransferase family 4A member 1(SULT4A1)
ENSTGUG00000000030	100226013	Taeniopygia guttata	cap binding complex dependent translation initiation factor(CTIF)
ENSTGUG00000002693	100230175	Taeniopygia guttata	nephrocystin 4(NPHP4)
ENSTGUG00000001361	100218043	Taeniopygia guttata	syncoilin, intermediate filament protein(SYNC)
ENSTGUG00000012000	100221325	Taeniopygia guttata	TNF alpha induced protein 6(TNFAIP6)
ENSTGUG00000000031	100217491	Taeniopygia guttata	GDNF family receptor alpha 3(GFRA3)
ENSTGUG00000002692	100226402	Taeniopygia guttata	putative homeodomain transcription factor 2(PHTF2)
ENSTGUG00000013332	100231970	Taeniopygia guttata	frizzled class receptor 3(FZD3)
ENSTGUG00000013334	100229059	Taeniopygia guttata	F-box protein 16(FBXO16)
ENSTGUG00000013336	100226892	Taeniopygia guttata	NOP2 nucleolar protein(NOP2)
ENSTGUG00000014667	100219490	Taeniopygia guttata	fibronectin type III domain containing 4(FNDC4)
ENSTGUG00000012009	100227803	Taeniopygia guttata	NK2 homeobox 1(NKX2-1)
ENSTGUG00000014668	100226382	Taeniopygia guttata	protocadherin 1(PCDH1)
ENSTGUG00000013338	100190636	Taeniopygia guttata	glyceraldehyde-3-phosphate dehydrogenase(GAPDH)
ENSTGUG00000012008	100217629	Taeniopygia guttata	forkhead box O1(FOXO1)
ENSTGUG00000013370	100224599	Taeniopygia guttata	methyltransferase 16, RNA N6-adenosine(METTL16)
ENSTGUG00000013371	100221673	Taeniopygia guttata	DNA polymerase theta(POLQ)
ENSTGUG00000013372	100220713	Taeniopygia guttata	syntaxin binding protein 5L(STXBP5L)
ENSTGUG00000013373	100217845	Taeniopygia guttata	general transcription factor IIE subunit 1(GTF2E1)
ENSTGUG00000013374	100230296	Taeniopygia guttata	RAB, member of RAS oncogene family like 3(RABL3)
ENSTGUG00000001386	100228676	Taeniopygia guttata	kinesin family member 3A(KIF3A)
ENSTGUG00000012043	100223119	Taeniopygia guttata	cytochrome c oxidase subunit VIc(COX6C)
ENSTGUG00000000054	100223642	Taeniopygia guttata	ankyrin repeat and SOCS box containing 10(ASB10)
ENSTGUG00000000055	100217852	Taeniopygia guttata	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3(AGAP3)
ENSTGUG00000001388	100218286	Taeniopygia guttata	DENN domain containing 2D(DENND2D)
ENSTGUG00000012041	100221464	Taeniopygia guttata	cytoskeleton associated protein 2(CKAP2)
ENSTGUG00000001387	100220028	Taeniopygia guttata	RUN domain containing 3B(RUNDC3B)
ENSTGUG00000012040	100231067	Taeniopygia guttata	general transcription factor IIIC subunit 6(GTF3C6)
ENSTGUG00000000057	100229086	Taeniopygia guttata	transmembrane serine protease 9(TMPRSS9)
ENSTGUG00000000058	100231849	Taeniopygia guttata	acetyl-CoA acyltransferase 2(ACAA2)
ENSTGUG00000001389	100228519	Taeniopygia guttata	taxilin alpha(TXLNA)
ENSTGUG00000000059	100224469	Taeniopygia guttata	intraflagellar transport 46(IFT46)
ENSTGUG00000012039	100218124	Taeniopygia guttata	gem nuclear organelle associated protein 2(GEMIN2)
ENSTGUG00000001391	100232392	Taeniopygia guttata	coiled-coil domain-containing protein 28B(LOC100232392)
ENSTGUG00000012038	100231673	Taeniopygia guttata	protein kinase C and casein kinase substrate in neurons 2(PACSIN2)
ENSTGUG00000001390	100226699	Taeniopygia guttata	solute carrier family 25 member 40(SLC25A40)
ENSTGUG00000012037	100219185	Taeniopygia guttata	TTL family tubulin polyglutamylase complex subunit L1(TTLL1)
ENSTGUG00000000060	100221419	Taeniopygia guttata	transmembrane protein 25(TMEM25)
ENSTGUG00000001393	115498298	Taeniopygia guttata	transmembrane protein 234(TMEM234)
ENSTGUG00000012036	100224399	Taeniopygia guttata	vacuolar protein sorting 36 homolog(VPS36)
ENSTGUG00000000061	100219341	Taeniopygia guttata	lipase G, endothelial type(LIPG)
ENSTGUG00000000062	100228120	Taeniopygia guttata	serine/threonine kinase 32A(STK32A)
ENSTGUG00000001395	100190672	Taeniopygia guttata	eukaryotic translation initiation factor 3 subunit I(EIF3I)
ENSTGUG00000012034	100190119	Taeniopygia guttata	ribosome production factor 2 homolog(RPF2)
ENSTGUG00000000063	100229088	Taeniopygia guttata	signal peptide peptidase like 2B(SPPL2B)
ENSTGUG00000001394	100222930	Taeniopygia guttata	septin 8(SEPTIN8)
ENSTGUG00000012033	100222020	Taeniopygia guttata	translocator protein(TSPO)
ENSTGUG00000000064	100218571	Taeniopygia guttata	tetratricopeptide repeat domain 36(TTC36)
ENSTGUG00000013364	100232261	Taeniopygia guttata	SID1 transmembrane family member 1(SIDT1)
ENSTGUG00000013365	100229318	Taeniopygia guttata	spindle and centriole associated protein 1(SPICE1)
ENSTGUG00000013366	100226497	Taeniopygia guttata	tripartite motif containing 45(TRIM45)
ENSTGUG00000013367	100223631	Taeniopygia guttata	V-set domain containing T cell activation inhibitor 1(VTCN1)
ENSTGUG00000014698	100222354	Taeniopygia guttata	intraflagellar transport 172(IFT172)
ENSTGUG00000013369	100227485	Taeniopygia guttata	TNF receptor superfamily member 1A(TNFRSF1A)
ENSTGUG00000013360	100219862	Taeniopygia guttata	dual specificity phosphatase 12(DUSP12)
ENSTGUG00000013361	100229321	Taeniopygia guttata	ATPase H+ transporting V1 subunit A(ATP6V1A)
ENSTGUG00000013363	100223635	Taeniopygia guttata	upstream transcription factor family member 3(USF3)
ENSTGUG00000001375	100223856	Taeniopygia guttata	interferon regulatory factor 1(IRF1)
ENSTGUG00000012032	100227280	Taeniopygia guttata	thrombospondin type 1 domain containing 1(THSD1)
ENSTGUG00000000043	100190338	Taeniopygia guttata	chromosome Z C18orf32 homolog(CZH18orf32)
ENSTGUG00000001374	100221748	Taeniopygia guttata	zinc finger and BTB domain containing 8B(ZBTB8B)
ENSTGUG00000012031	100221433	Taeniopygia guttata	solute carrier family 16 member 10(SLC16A10)
ENSTGUG00000000044	751989	Taeniopygia guttata	ribosomal protein L17(RPL17)
ENSTGUG00000001377	100221910	Taeniopygia guttata	RAD50 double strand break repair protein(RAD50)
ENSTGUG00000012030	100227854	Taeniopygia guttata	vacuolar protein sorting 13 homolog B(VPS13B)
ENSTGUG00000001376	100189989	Taeniopygia guttata	BSD domain containing 1(BSDC1)
ENSTGUG00000000046	100225528	Taeniopygia guttata	ATP binding cassette subfamily F member 2(ABCF2)
ENSTGUG00000001379	100218911	Taeniopygia guttata	karyopherin subunit alpha 6(KPNA6)
ENSTGUG00000000047	100230958	Taeniopygia guttata	dihydropyrimidinase like 3(DPYSL3)
ENSTGUG00000001378	100221908	Taeniopygia guttata	ATP binding cassette subfamily B member 1(ABCB1)
ENSTGUG00000000049	100190073	Taeniopygia guttata	ribosomal protein L36(RPL36)
ENSTGUG00000012029	100228216	Taeniopygia guttata	fibrinogen-like protein 1(LOC100228216)
ENSTGUG00000012028	100230052	Taeniopygia guttata	major facilitator superfamily domain containing 4B(MFSD4B)
ENSTGUG00000001380	100224062	Taeniopygia guttata	myogenin(MYOG)
ENSTGUG00000012027	100218223	Taeniopygia guttata	odd-skipped related transciption factor 2(OSR2)
ENSTGUG00000012026	100220967	Taeniopygia guttata	SEC23 homolog A, COPII coat complex component(SEC23A)
ENSTGUG00000001382	100225537	Taeniopygia guttata	TEK receptor tyrosine kinase(TEK)
ENSTGUG00000012025	100224933	Taeniopygia guttata	tubulin tyrosine ligase like 12(TTLL12)
ENSTGUG00000001381	100222054	Taeniopygia guttata	adenosine A1 receptor(ADORA1)
ENSTGUG00000012024	100223895	Taeniopygia guttata	somatostatin receptor 1(SSTR1)
ENSTGUG00000000051	100232006	Taeniopygia guttata	lamin B2(LMNB2)
ENSTGUG00000012023	100228853	Taeniopygia guttata	serine/threonine kinase 3(STK3)
ENSTGUG00000001383	100219217	Taeniopygia guttata	choline/ethanolamine phosphotransferase 1(CEPT1)
ENSTGUG00000012022	100225814	Taeniopygia guttata	mirror-image polydactyly 1(MIPOL1)
ENSTGUG00000000053	100222193	Taeniopygia guttata	myosin VB(MYO5B)
ENSTGUG00000013355	100224981	Taeniopygia guttata	T-box transcription factor 15(TBX15)
ENSTGUG00000013356	100225018	Taeniopygia guttata	sperm associated antigen 17(SPAG17)
ENSTGUG00000013357	100222071	Taeniopygia guttata	WD repeat domain 3(WDR3)
ENSTGUG00000013358	100219230	Taeniopygia guttata	ganglioside induced differentiation associated protein 2(GDAP2)
ENSTGUG00000013359	100218876	Taeniopygia guttata	terminal nucleotidyltransferase 5C(TENT5C)
ENSTGUG00000013390	100229314	Taeniopygia guttata	calsequestrin 2(CASQ2)
ENSTGUG00000013391	100225574	Taeniopygia guttata	VANGL planar cell polarity protein 1(VANGL1)
ENSTGUG00000013392	100226492	Taeniopygia guttata	chromodomain helicase DNA binding protein 1 like(CHD1L)
ENSTGUG00000013393	105760670	Taeniopygia guttata	fatty acid amide hydrolase(LOC105760670)
ENSTGUG00000013394	100222693	Taeniopygia guttata	transmembrane protein 39A(TMEM39A)
ENSTGUG00000013395	100230291	Taeniopygia guttata	beta-1,4-galactosyltransferase 4(B4GALT4)
ENSTGUG00000013396	100219809	Taeniopygia guttata	beta-1,4-galactosyltransferase 3(LOC100219809)
ENSTGUG00000012065	100225380	Taeniopygia guttata	D-aspartate oxidase(DDO)
ENSTGUG00000000076	100190504	Taeniopygia guttata	ATP synthase membrane subunit g(ATP5MG)
ENSTGUG00000012063	100225966	Taeniopygia guttata	cytidine monophosphate N-acetylneuraminic acid synthetase(CMAS)
ENSTGUG00000012062	100218637	Taeniopygia guttata	solute carrier family 22 member 16(SLC22A16)
ENSTGUG00000000079	100222332	Taeniopygia guttata	transcription elongation regulator 1(TCERG1)
ENSTGUG00000012061	100229686	Taeniopygia guttata	ring finger protein 19A, RBR E3 ubiquitin protein ligase(RNF19A)
ENSTGUG00000012060	100228825	Taeniopygia guttata	sulfotransferase 6B1(LOC100228825)
ENSTGUG00000000080	100223258	Taeniopygia guttata	membrane associated ring-CH-type finger 2(MARCHF2)
ENSTGUG00000012059	100222443	Taeniopygia guttata	NIMA related kinase 5(NEK5)
ENSTGUG00000000082	100218959	Taeniopygia guttata	leucyl and cystinyl aminopeptidase(LNPEP)
ENSTGUG00000000083	100219555	Taeniopygia guttata	ubiquitination factor E4A(UBE4A)
ENSTGUG00000012056	100219162	Taeniopygia guttata	MIA SH3 domain ER export factor 2(MIA2)
ENSTGUG00000000085	100219466	Taeniopygia guttata	RNA binding motif protein 27(RBM27)
ENSTGUG00000012055	100232678	Taeniopygia guttata	sperm associated antigen 1(SPAG1)
ENSTGUG00000000086	100221322	Taeniopygia guttata	angiopoietin like 4(ANGPTL4)
ENSTGUG00000013386	100225614	Taeniopygia guttata	solute carrier family 22 member 15(SLC22A15)
ENSTGUG00000013389	100228447	Taeniopygia guttata	nescient helix-loop-helix 2(NHLH2)
ENSTGUG00000013380	100224604	Taeniopygia guttata	glycogen synthase kinase 3 beta(GSK3B)
ENSTGUG00000013381	100217893	Taeniopygia guttata	cilia and flagella associated protein 91(CFAP91)
ENSTGUG00000013383	100218827	Taeniopygia guttata	popeye domain containing 2(POPDC2)
ENSTGUG00000013384	100227537	Taeniopygia guttata	phospholipase A1 member A(PLA1A)
ENSTGUG00000013385	101234149	Taeniopygia guttata	CD58 molecule(CD58)
ENSTGUG00000001397	115491125	Taeniopygia guttata	serine/threonine-protein kinase PAK 3(LOC115491125)
ENSTGUG00000000065	100231049	Taeniopygia guttata	lysine methyltransferase 2A(KMT2A)
ENSTGUG00000001396	100229596	Taeniopygia guttata	DBF4-CDC7 kinase regulatory subunit(DBF4)
ENSTGUG00000012053	100226313	Taeniopygia guttata	cyclin dependent kinase 19(CDK19)
ENSTGUG00000000066	100227496	Taeniopygia guttata	Fas activated serine/threonine kinase(FASTK)
ENSTGUG00000001399	100220980	Taeniopygia guttata	ADAM metallopeptidase domain 22(ADAM22)
ENSTGUG00000012052	100219243	Taeniopygia guttata	serine/threonine/tyrosine kinase 1(STYK1)
ENSTGUG00000012051	100190183	Taeniopygia guttata	RNA polymerase II, I and III subunit K(POLR2K)
ENSTGUG00000012050	100222049	Taeniopygia guttata	F-box protein 43(FBXO43)
ENSTGUG00000000069	100225233	Taeniopygia guttata	protein phosphatase 2 regulatory subunit Bbeta(PPP2R2B)
ENSTGUG00000000070	100217479	Taeniopygia guttata	ceramide synthase 4(CERS4)
ENSTGUG00000012048	100218620	Taeniopygia guttata	NIMA related kinase 3(NEK3)
ENSTGUG00000000071	100231488	Taeniopygia guttata	spindle and kinetochore-associated protein 1(LOC100231488)
ENSTGUG00000012047	100227889	Taeniopygia guttata	Y-box binding protein 3(YBX3)
ENSTGUG00000000072	100223824	Taeniopygia guttata	tetraspanin-36(LOC100223824)
ENSTGUG00000012046	100227753	Taeniopygia guttata	pinin, desmosome associated protein(PNN)
ENSTGUG00000000073	100224615	Taeniopygia guttata	solute carrier family 4 member 2(SLC4A2)
ENSTGUG00000012045	100222449	Taeniopygia guttata	adenosylmethionine decarboxylase 1(AMD1)
ENSTGUG00000012044	100230566	Taeniopygia guttata	trafficking protein particle complex subunit 6B(TRAPPC6B)
ENSTGUG00000013375	100228443	Taeniopygia guttata	homogentisate 1,2-dioxygenase(HGD)
ENSTGUG00000013376	100190724	Taeniopygia guttata	NADH:ubiquinone oxidoreductase subunit B4(NDUFB4)
ENSTGUG00000013377	100225571	Taeniopygia guttata	follistatin like 1(FSTL1)
ENSTGUG00000013379	100226557	Taeniopygia guttata	G protein-coupled receptor 156(GPR156)
ENSTGUG00000008818	100225908	Taeniopygia guttata	otopetrin 2(OTOP2)
ENSTGUG00000008814	100232528	Taeniopygia guttata	myogenic differentiation 1(MYOD1)
ENSTGUG00000000098	105758927	Taeniopygia guttata	CD320 molecule(CD320)
ENSTGUG00000012086	100219271	Taeniopygia guttata	grainyhead like transcription factor 2(GRHL2)
ENSTGUG00000008815	100220278	Taeniopygia guttata	nardilysin convertase(NRDC)
ENSTGUG00000000099	100232055	Taeniopygia guttata	ubiquitin specific peptidase 28(USP28)
ENSTGUG00000012085	100222873	Taeniopygia guttata	coenzyme Q6, monooxygenase(COQ6)
ENSTGUG00000008816	100221158	Taeniopygia guttata	phospholipid scramblase 1(PLSCR1)
ENSTGUG00000012084	100225359	Taeniopygia guttata	integrator complex subunit 6(INTS6)
ENSTGUG00000008810	100219464	Taeniopygia guttata	clustered mitochondria homolog(CLUH)
ENSTGUG00000008811	100223140	Taeniopygia guttata	ceramide synthase 3(CERS3)
ENSTGUG00000012081	105760387	Taeniopygia guttata	FAM161 centrosomal protein B(FAM161B)
ENSTGUG00000008812	100226263	Taeniopygia guttata	endoplasmic reticulum protein 44(ERP44)
ENSTGUG00000008813	100224825	Taeniopygia guttata	ferritin light chain(LOC100224825)
ENSTGUG00000008820	100231157	Taeniopygia guttata	CDC42 effector protein 3(CDC42EP3)
ENSTGUG00000012079	100229159	Taeniopygia guttata	FIG4 phosphoinositide 5-phosphatase(FIG4)
ENSTGUG00000012078	100221059	Taeniopygia guttata	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta(YWHAZ)
ENSTGUG00000012077	100217587	Taeniopygia guttata	G protein-coupled receptor 6(GPR6)
ENSTGUG00000008807	100223214	Taeniopygia guttata	eukaryotic translation initiation factor 2 alpha kinase 1(EIF2AK1)
ENSTGUG00000008808	100217939	Taeniopygia guttata	UDP-glucose 6-dehydrogenase(UGDH)
ENSTGUG00000008809	100228504	Taeniopygia guttata	clathrin heavy chain like 1(CLTCL1)
ENSTGUG00000012076	100224863	Taeniopygia guttata	zinc finger protein 410(ZNF410)
ENSTGUG00000008803	100219904	Taeniopygia guttata	NAD(P)HX dehydratase(NAXD)
ENSTGUG00000012075	100228239	Taeniopygia guttata	WD repeat and FYVE domain containing 2(WDFY2)
ENSTGUG00000008804	100226087	Taeniopygia guttata	aminoacyl tRNA synthetase complex interacting multifunctional protein 2(AIMP2)
ENSTGUG00000012074	100231649	Taeniopygia guttata	F-box protein 33(FBXO33)
ENSTGUG00000008805	100227448	Taeniopygia guttata	regulator of microtubule dynamics 2(RMDN2)
ENSTGUG00000000089	100218476	Taeniopygia guttata	KN motif and ankyrin repeat domains 3(KANK3)
ENSTGUG00000012072	100189950	Taeniopygia guttata	WASP family member 1(WASF1)
ENSTGUG00000012071	100219582	Taeniopygia guttata	cell division cycle 40(CDC40)
ENSTGUG00000012070	100232122	Taeniopygia guttata	methyltransferase like 24(METTL24)
ENSTGUG00000000092	100231947	Taeniopygia guttata	leucyl-tRNA synthetase 1(LARS1)
ENSTGUG00000012069	100219575	Taeniopygia guttata	ATPase copper transporting beta(ATP7B)
ENSTGUG00000000094	100218887	Taeniopygia guttata	E3 ubiquitin-protein ligase TRIM7(LOC100218887)
ENSTGUG00000012068	100225907	Taeniopygia guttata	ATP binding cassette subfamily C member 9(ABCC9)
ENSTGUG00000012067	100223990	Taeniopygia guttata	poly(A) binding protein cytoplasmic 1(PABPC1)
ENSTGUG00000000096	100230486	Taeniopygia guttata	ring finger protein 38(RNF38)
ENSTGUG00000012066	100231100	Taeniopygia guttata	ALG11 alpha-1,2-mannosyltransferase(ALG11)
ENSTGUG00000000097	100231363	Taeniopygia guttata	cell division cycle 25A(CDC25A)
ENSTGUG00000013397	100227480	Taeniopygia guttata	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1(LOC100227480)
ENSTGUG00000013399	100231290	Taeniopygia guttata	uroplakin 1B(UPK1B)
ENSTGUG00000003947	100230886	Taeniopygia guttata	Mov10 like RNA helicase 1(MOV10L1)
ENSTGUG00000003948	100219837	Taeniopygia guttata	glycerol-3-phosphate dehydrogenase 1-like protein(LOC100219837)
ENSTGUG00000002614	100225862	Taeniopygia guttata	tetratricopeptide repeat domain 7A(TTC7A)
ENSTGUG00000003945	100226456	Taeniopygia guttata	hexokinase-1(LOC100226456)
